Model;Code name[159];Fab (nm);Bus interface;Core clock (MHz);Boost clock (MHz);Memory clock (MHz);Core config1;Fillrate[160];Fillrate[160];Memory;Memory;Memory;Memory;Processing power (GFLOPS);Processing power (GFLOPS);Supported API version;Supported API version;Supported API version;Supported API version;Supported API version;TDP (Watts);Notes
Model;Code name[159];Fab (nm);Bus interface;Core clock (MHz);Boost clock (MHz);Memory clock (MHz);Core config1;Pixel (GP/s);Texture (GT/s);Size (GB);Bandwidth (GB/s);Bus type;Bus width (bit);Single precision;Double precision;Direct3D;OpenGL;Vulkan;OpenCL;CUDA;TDP (Watts);Notes
Quadro GV100;GV100;12;PCIe 3.0 ×16;~1132;~1628;848 (1696);5120:320:128:80:640;208.4;521;32;870;HBM2;4096;16671;8335;12.1;4.6;1.1;1.2;7;250;4x DisplayPort, NVLINK support
