Name;Hard drive: partition size max;Native support:File system;Native support:floppy capacities 3.5"";Native support:floppy capacities 5.25"";Native support:floppy capacities 8.0"";Integrated disk compression utility;Native support:long file names
86-DOS&nbsp";0.42-1.00;n/a;FAT12";(2 through RDCPM);n/a;NorthStar 87.5KB"; Cromemco 90KB;Cromemco/Tarbell 250.25KB"; Tarbell 616KB"; Tarbell 1232KB;No;No
MS-DOS&nbsp";1.25;n/a;FAT12;n/a;160KB"; 320KB;250.25KB;No;No
MS-DOS&nbsp";2.0-2.11;16MB (32MB with third-party FORMAT);FAT12;n/a;160KB"; 180KB"; 320KB"; 360KB;250.25KB"; 500.5KB"; 616KB"; 1232KB;No;No
MS-DOS&nbsp";3.0;32MB;FAT12, FAT16;n/a;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
MS-DOS&nbsp";3.1;32MB;FAT12, FAT16;n/a;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
MS-DOS&nbsp";3.2;32MB;FAT12, FAT16;720KB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
MS-DOS&nbsp";3.3;32MB;FAT12, FAT16;720KB"; 1.44MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
MS-DOS&nbsp";4.0;2GB;FAT12, FAT16, FAT16B;720KB"; 1.44MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
MS-DOS&nbsp";5.0;2GB;FAT12, FAT16, FAT16B;720KB, 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
MS-DOS&nbsp";6.0;2GB;FAT12, FAT16, FAT16B;720KB"; 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;[[DoubleSpace]];No
MS-DOS&nbsp";6.20;2GB;FAT12, FAT16, FAT16B;720KB"; 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;DoubleSpace;No
MS-DOS&nbsp";6.21;2GB;FAT12, FAT16, FAT16B;720KB"; 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
MS-DOS&nbsp";6.22;2GB;FAT12, FAT16, FAT16B;720KB"; 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;[[DriveSpace]];No
MS-DOS&nbsp";7.0 (Windows&nbsp";95A);2GB;FAT12, FAT16, FAT16B;720KB"; 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;DriveSpace;No
MS-DOS&nbsp";7.1 (Windows95B/OSR2, Windows95C/OSR2.5, Windows 98, and Windows 98SE);124.55GB with FAT32;FAT12, FAT16, FAT16B, FAT32;720KB"; 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;DriveSpace for Windows&nbsp";95, none for Windows&nbsp";98;No
MS-DOS&nbsp";8.0 (Windows&nbsp";Meand later Windows versions);124.55GB with FAT32;FAT12, FAT16, FAT16B, FAT32;720KB"; 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
PC&nbsp";DOS&nbsp";1.0;n/a;FAT12;n/a;160KB;n/a;No;No
PC&nbsp";DOS&nbsp";1.1;n/a;FAT12;n/a;160KB"; 320KB (double-sided);n/a;No;No
PC&nbsp";DOS&nbsp";2.0-2.1;16MB (32MB with third-party FORMAT);FAT12;n/a;160KB"; 180KB"; 320KB"; 360KB;n/a;No;No
PC&nbsp";DOS&nbsp";3.0;32MB;FAT12, FAT16;n/a;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
PC&nbsp";DOS&nbsp";3.1;32MB;FAT12, FAT16;n/a;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
PC&nbsp";DOS&nbsp";3.2;32MB;FAT12, FAT16;720KB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
PC&nbsp";DOS&nbsp";3.3;32MB;FAT12, FAT16;720KB"; 1.44MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
IBM&nbsp";DOS&nbsp";4.0;2GB;FAT12, FAT16, FAT16B;720KB"; 1.44MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
IBM&nbsp";DOS&nbsp";5.0;2GB;FAT12, FAT16, FAT16B;720KB, 1.44MB, 2.88MB;160KB"; 180KB"; 320KB"; 360KB"; 1.2MB;n/a;No;No
