dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;Opera Mail
no;no;no;no;no;no;n/a;no;no;no;no;no;no;no;Outlook Express
yes;yes;dunno;yes;dunno;dunno;dunno;yes;yes;dunno;dunno;dunno;dunno;dunno;Pegasus Mail
yes;yes;yes;yes;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;Pine
Yes;Yes;Yes;dunno;dunno;dunno;any;dunno;No;No;dunno;dunno;No;dunno;Pocomail
yes;yes;yes;dunno;dunno;yes;dunno;no;no;no;no;no;no;PocoScript;RoundCube
Yes;Yes;Yes;Yes;Yes;Yes;Yes;no;no;no;no;no;no;dunno;SeaMonkey Mail & Newsgroups
dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;SquirrelMail
Yes;Yes;Yes;Yes;Yes;Yes;Yes;no;no;no;no;no;no;dunno;Sylpheed
yes;yes;yes;dunno;dunno;dunno;dunno;no;no;no;no;no;dunno;dunno;The Bat!
yes;yes;yes;yes;yes;yes;accountfolderaddress book groupcontact;yes BAT_js;yes BAT_XMP;yes BAT_XMP2;yes BAT_TBPyxie;yes;[[PCRE]] 6.2;Internal and plugins macros;Turnpike
dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;Windows Live Mail
yesSTATIONERY;yesSTATIONERY;dunno;yesSTATIONERY;dunno;dunno;dunno;yes;no;dunno;dunno;dunno;dunno;dunno;Windows Mail
dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;dunno;YAM
yes;yes;yes;dunno;yes;yes;dunno;no;no;no;no;dunno;dunno;[[ARexx]];Zimbra
Yes;Yes;Yes;Yes;Yes;Yes;any;no;no;no;no;no;dunno;dunno;Client
Message templates;Message templates;Message templates;Message templates;Message templates;Message templates;Message templates individual for;Support in message templates scripts, programming languages;Support in message templates scripts, programming languages;Support in message templates scripts, programming languages;Support in message templates scripts, programming languages;Support in message templates scripts, programming languages;Support in message templates scripts, programming languages;Support in message templates scripts, programming languages;new
Client;reply;forward;read confirmation;save;print;JavaScript;Message templates individual for;VBScript;PHP Scripts;Python;Regular expression;Java;Other (specify);
