Model;Launch;Fab (µm);Bus interface;Memory;Memory;Memory
Model;Launch;Fab (µm);Bus interface;Size (KiB);Bus type;Bus width (bit)
Wonder MDA/CGA;1986;1;PC/XT;64;DRAM;8
Wonder EGA;1987;1;PC/XT;256;DRAM;8
Wonder VGA;1987;1, 0.8;PC/XT, ISA;256, 5121024;DRAM;8, 16
