Name:Operating system:User interface:Sector by sector""Raw"":File by file""File"":Hot transfer""LiveCopy"":Mount or extractExtracting is the process of browsing a disk image and retrieving some of the files that it contains, one users choice. Mounting a disk image is the process of make the disk image content available to the user as if he or she is accessing a physical read-only disk.:Verify:Operation model:Operation model:Operation model:License:Maintained?:Last version release date
Name:Operating system:User interface:Sector by sector""Raw"":File by file""File"":Hot transfer""LiveCopy"":Mount or extractExtracting is the process of browsing a disk image and retrieving some of the files that it contains, one users choice. Mounting a disk image is the process of make the disk image content available to the user as if he or she is accessing a physical read-only disk.:Verify:Standalone:Client–server:Offline(From a Live OS):License:Maintained?:Last version release date
Acronis True Image:Windows:Graphical:yes""ATIht"":[[FAT32]], [[NTFS]]""ATIH-Linux"":yes:yes:dunno:yes:yes:yes (64 MB):[[Trialware]]""ATItryv"":yes:dunno
Apple Software Restore:OS X:Command-line:yes:[[HFS+]]:no:via hdiutil:dunno:yes:yes:dunno:Part of [[macOS]]:dunno:dunno
Clonezilla:Linux / Windows:Text-based:yes:[[FAT12]], [[FAT16]], [[FAT32]], [[NTFS]], [[ext2]], [[ext3]], [[ext4]], [[reiserfs]], [[reiser4]], [[xfs]], [[JFS (file system)|jfs]], [[btrfs]], [[f2fs]], [[nilfs2]], [[HFS+]], [[Unix File System|UFS]], [[minix]], [[VMFS3]]:no:Through a [[hack (computer science)|hack]]:dunno:yes:yes (Clonezilla server edition):yes (210 MB):[[GNU General Public License|GPL]]:yes:September 2017
dcfldd:Linux:Command-line:yes:no:no:yes:dunno:yes:no:dunno:[[GPL]]:dunno:dunno
dd (Unix):Unix:Command-line:yes:no:no:yes""Loop device"":dunno:yes:no:yes""dd"":BSD/[[Common Development and Distribution License|CDDL]]/GNU/others:dunno:dunno
Disk Utility:OS X:Graphical:yes:[[HFS+]]:yes:yes:dunno:yes:no:yes:Part of [[Mac OS X]]:dunno:dunno
FSArchiver:Linux:Text-based:no:[[FAT32]], [[btrfs]], [[ext2]], [[ext3]], [[ext4]], [[ReiserFS]]-4, [[High Performance File System|HPFS]], [[JFS (file system)|JFS]], [[XFS]]:dunno:dunno:dunno:yes:no:dunno:[[GPL]]:dunno:dunno
Ghost v15:Windows:GraphicalCommand-line:yes:[[FAT32]], [[NTFS]],  [[High Performance File System|HPFS]], [[ext2]], [[ext3]]:yes:yes:dunno:yes:yes:yes:[[Trialware]]:dunno:dunno
GParted Live CD:Linux:Graphical:no:[[ext2]], [[ext3]]:no:no:dunno:yes:no:yes:[[GPL]]:yes:dunno
HDClone:Windows, (Linux):Graphical, Command-line:yes:[[File Allocation Table#FAT16|FAT16]], [[File Allocation Table#FAT32|FAT32]], [[ExFAT]], [[NTFS]], [[ReFS]], [[ext2]], [[ext3]], [[ext4]], [[XFS]], [[HFS Plus|HFS+]]:yes:yes:dunno:yes:no:yes:[[Freemium]]:yes:January 2017
Image for Windows:Windows:Graphical:yes:[[FAT32]], [[NTFS]], [[ext2]], [[ext3]]:yes:yes:dunno:yes:no:yes:[[Trialware]]:dunno:dunno
IsoBuster:Windows:Graphical:yes:[[FAT12]], [[FAT16]], [[FAT32]], [[ExFAT]], [[NTFS]], [[ext2]], [[ext3]], [[ext4]], [[Macintosh_File_System|MFS]], [[Hierarchical_File_System|HFS]], [[HFS_Plus|HFS+]], [[Universal_Disk_Format|UDF]]:no:yes:dunno:yes:no:yes:[[Trialware]]:Yes:December 2017
Kleo Bare Metal Backup:Independent (Live OS):Graphical:yes:[[FAT32]], [[NTFS]], [[ext2]], [[ext3]], [[HFS+]]:no:dunno:dunno:no:yes:yes (570 MB):[[Freeware]]:dunno:February 2010
Mondo Rescue:Linux:Text-based:yes:[[FAT32]], [[NTFS]], [[ext2]], [[ext3]]:yes:dunno:dunno:yes:dunno:yes *""Mindi-Linux"":[[GNU General Public License|GPL]]:dunno:dunno
ntfsclone:Linux:Command-line:no:[[NTFS]]:dunno:dunno:dunno:yes:no:nocompilation:[[GNU General Public License|GPL]]:dunno:dunno
Paragon Hard Disk Manager:Windows, OS X:Graphical:yes:[[FAT16]], [[FAT32]], [[ext2]], [[ext3]], [[NTFS]], [[BTRfs]], [[HFS+]], [[ReFS]], [[XFS]]:yes:yes:yes:yes:dunno:yes:Commercial:yes:October 2017
partimage:Linux:Text-based:no:[[FAT32]], [[ext2]], [[ext3]], [[ReiserFS]]-3, [[High Performance File System|HPFS]], [[JFS (file system)|JFS]], [[XFS]];<br/><small>[[Unix File System|UFS]] (beta), [[Hierarchical File System|HFS]] (beta), [[NTFS]] (experimental)</small>:dunno:dunno:dunno:yes:yes:nocompilation:[[GNU General Public License|GPL]]:dunno:dunno
Partition-Saving:Windows, Linux, DOS:Text-basedCommand-line:yes:[[FAT32]], [[NTFS]], [[ext2]], [[ext3]]:no:yes:dunno:yes:no:yes:[[Freeware]]:dunno:dunno
Redo Backup and Recovery:Independent (Live OS):Graphical:yes:[[FAT32]], [[NTFS]], [[ext2]], [[ext3]], [[ext4]]:no:no:dunno:no:Can access networked drives:yes (225 MB):[[GNU General Public License|GPL]]:dunno:November 2012
