Architecture;Family;Code Name;Model Group;Speed (MHz);Socket;Process (nm);Cores;FSB/HT(MHz);Cache (KiB);Cache (KiB);Cache (KiB);Memory Controller;Features;Features;Features
Architecture;Family;Code Name;Model Group;Speed (MHz);Socket;Process (nm);Cores;FSB/HT(MHz);L1;L2;L3;Memory Controller;SIMD;Speed/Power;Other
K10.5;Phenom II;;800 - 2400;Socket FT3b;Socket AM2+Socket AM3;45;;;64+64;Zen;Ryzen;Whitehaven;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;Cool'n'Quiet;AMD64, NX bit, AMD-V
K10.5;Threadripper (1900, 1920, 1920X, 1950X);3200-3800 (3800-4000 boost);Socket TR4;14;Socket AM2+Socket AM3;45;8/12/16 (16/24/32 threads);;64+64;;;16-32 MB;Quad-channel DDR4;MMX, SSE, SSE2, SSE3, SSE3s, SSE4a, SSE4.1, SSE4.2, AVX, AVX2;
K10.5;AMD64, AES,CLMUL, FMA3,CVT16/F16C, ABM,BMI1, BMI2,SHA;Summit Ridge;Ryzen 7 (Pro 1700, 1700, Pro 1700X, 1700X, 1800X);3000-3600 (3700-4000 boost);Socket AM2+Socket AM3;45;Socket AM4;8 (16 threads);64+64;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;AMD64, NX bit, AMD-V; ;64 kB + 32 kB (per core);512 kB (per core);16 MB
K10.5;Dual-channel DDR4;Ryzen 5 (1400, Pro 1500, 1500X, Pro 1600, 1600, 1600X);3200-3600 (3400-4000 boost);4/6 (8/12 threads);Socket AM2+Socket AM3;45;;8-16 MB;64+64;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;AMD64, NX bit, AMD-V;Ryzen 3 (Pro 1200, 1200, Pro 1300, 1300X);3100-3500 (3400-3700 boost);4 (4 threads);
K10.5;8 MB;APU;Raven Ridge;Ryzen 5 (2500U), Ryzen 7 (2900U);Socket AM2+Socket AM3;45;2000-2200 (3600-3800 boost);4 (8 threads);64+64;;;4 MB;EPYC;Naples;7000 series
K10.5;Sempron;2550-2900;Socket SP3;1;Socket AM2+Socket AM3;45;2000;DDR2DDR3;64+64;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;AMD64, NX bit, AMD-V;8/16/24/32; ; ; 
K10.5;Sempron;32-64 MB;DDR4;1;Socket AM2+Socket AM3;45;2000;DDR2DDR3;64+64;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;AMD64, NX bit, AMD-V; ; ; ;Architecture
K10.5;Sempron;Family;Code Name;1;Socket AM2+Socket AM3;45;2000;DDR2DDR3;64+64;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;AMD64, NX bit, AMD-V;Model Group;Speed (MHz);Socket;Process (nm)
K10.5;Cores;FSB/HT(MHz);Cache (MB);Cache (MB);Cache (MB);45;Memory Controller;Features;64+64;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;AMD64, NX bit, AMD-V;Features;Features;L1;L2
K10.5;L3;SIMD;Speed/Power;Other;;;;;64+64;MMX, SSE, SSE2, SSE3, SSE4a, Enhanced 3DNow!;AMD64, NX bit, AMD-V;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
