Name:Operating system:License:User interface:Fixed drives:USB, eSATA andremovable drives:RAID supportDisks that are members of a [[RAID array]] may in some cases have their SMART attributes (data) largely inaccessible to the operating system, or to monitoring tools and software. This depends case-by-case on the [[RAID controller]], operating system, and tools. As of 2012 inroads have been made into this, as RAID becomes wider used, but is still far from assured and not supported by all controllers, systems, or tools.:Shows S.M.A.R.T. attributes:Hard driveself-testing:Notification:Notes
AIDA64:Windows:[[Trialware]]:GUI:(S)ATA:most USB:Some RAID controllers:yes:no:yes2 Monitoring only available in the Business Edition:Clear
Argus Monitor:Windows:[[Trialware]]:GUI:IDE(PATA), SATA:eSATA, USB:Some RAID controllers:yes:dunno:yes2 By window, sound, email, program execution at choosable parameter changes, threshold:Also shows temperature of CPU, GPU, CPU core speed, Intel Turbo Boost status, CPU power consumption, system load and system fan speeds. Can control speed of GPU and system fans.
Defraggler:Windows:[[Freeware]]:GUI:IDE(PATA), SATA:eSATA, USB:No:Yes:No:No:Primarily a defragmenter; supports basic S.M.A.R.T. stat display, includes the one-word summary of drive-health.
Disk Utility:macOS:[[Commercial software|Commercial]] [[Proprietary software|proprietary]]:GUI:No:[[eSATA]] and<br />removable drives:dunno:no:no:no:Summary information includes one line for S.M.A.R.T.
GNOME Disks:Linux:[[LGPL]] v2+:GUI:IDE(PATA), SATA:[[USB]] (when used with Live CD):dunno:yes:yes:yes2 GNOME pop-up notification:LiveCD are available for download, allowing the user to use GNOME Disks without any changes to the computer.
smartmontools:Windows, Unix-like (Linux, macOS, BSD, etc.):[[GNU GPL]] v2:CLI and GUI (via GSmartControl and HDD Guardian):All for Linux, some for other Unix-like:SAT driver required on macOS only:Several RAID controllers:yes:yes:yes2 window, sound, email, program execution at choosable parameter changes, threshold:LiveCD are available for download, allowing the user to use smartmontools without any changes to the computer.
Speccy:Windows:[[Freeware]]:GUI:IDE(PATA), SATA:no:dunno:yes:no:no:Clear
SpeedFan:Windows:[[Freeware]]:GUI:(S)ATA, SCSI, SAT; Areca, 3ware:yes:Some RAID controllers:yes:yes:yes2 Window, sound, e-mail, running a command; at parameter changes, threshold, temperature:Estimate health and performance by percentage, and offers online drive analysis (and compares from other users).
SpinRite:DOS, FreeDOS:[[Commercial software|Commercial]] [[Proprietary software|proprietary]]:GUI:dunno:dunno:dunno:yes:yes:no:Clear
Name:Operating system:License, price:User interface:Fixed drives:USB, eSATA andremovable drives:RAID supportRAID:Shows S.M.A.R.T. attributes:Hard driveself-testing:Notification:Notes
