Shell:Secure (password) prompt:Encrypted variables/ parameters:File/directory passwords:Execute permission:Untrusted script blocking:Restricted shell subset:Safe data subset
Bourne shell:via <tt>stty</tt>:no:?:N/A:no:yes:no
POSIX shell:via <tt>stty</tt>:no:?:N/A:no:no:no
bash (v4.0):<tt>read -s</tt>:no:?:N/A:no:yes:no
csh:via <tt>stty</tt>:no:?:N/A:no:yes:no
tcsh:via <tt>stty</tt>:no:?:N/A:no:yes:no
Hamilton C shell:no:no:no:no:no:no:no
Scsh:via <tt>stty</tt>:no:?:N/A:no:no:no
ksh (ksh93t+):via <tt>stty</tt>:no:?:N/A:no:yes:no
pdksh:via <tt>stty</tt>:no:?:N/A:no:yes:no
zsh:<tt>read -s</tt>:no:?:N/A:no:yes:no
ash:via <tt>stty</tt>:no:?:N/A:no:yes:no
CCP:no:no:no:no:no:no:no
COMMAND.COM:partial (only under DR-DOS, prompts for password if file/directory is protected):no:partial (only under DR-DOS via \dirname;dirpwd\filename;filepwd syntax):partial (only under DR-DOS, if files are password-protected for read and/or execute permission):no:no:no
OS/2 CMD.EXE:no:no:no:no:no:no:no
Windows CMD.EXE:no:no:no:no:no:no:no
4DOS:yes (via INPUT /P or INKEY /P):no:partial (only under DR-DOS via \dirname;;dirpwd\filename;;filepwd syntax):partial (only under DR-DOS, if files are password-protected for read and/or execute permission):no:no:no
4OS2:?:no:no:no:no:no:no
TCC (formerly 4NT):yes (via INPUT /P, INKEY /P or QUERYBOX /P):no:no:no:no:no:no
PowerShell:yes:yes:no:no:yes:yes:yes
rc:via <tt>stty</tt>:no:?:N/A:no:yes:no
BeanShell:?:?:?:?:?:?:?
VMS DCL:yes:no:no:yes:no:yes:no
fish:<tt>read -s</tt>:no:?:N/A:no:Yes (via <tt>fish -l</tt>):?
